O*NET-SOC CODE	TITLE	DESCRIPTION
17-2051.00	Ingenieros civiles	Desempeñan funciones de ingeniería en la planificación, diseño y supervisión de la construcción y mantenimiento de estructuras de edificaciones y servicios básicos, como carreteras, ferrocarriles, aeropuertos, puentes, puertos, canales, presas, proyectos de irrigación, ductos, plantas generadoras de electricidad, sistemas de acueducto y alcantarillado, unidades de eliminación de desechos. Se incluye a los ingenieros arquitectos, estructurales, de tráfico, oceánicos y geotécnicos.
17-2061.00	Ingenieros de equipos informáticos (hardware)	Investigan, diseñan, desarrollan y prueban equipos informáticos o afines para uso comercial, industrial, militar o científico. Pueden supervisar la fabricación e instalación de equipamiento y componentes de informática o afines.
17-2071.00	Ingenieros eléctricos	Diseñan, desarrollan, prueban y supervisan la fabricación e instalación de equipos, componentes o sistemas eléctricos para uso comercial, industrial, militar o científico.
17-2072.00	Ingenieros electrónicos, excepto informáticos	Investigan, diseñan, desarrollan y prueban componentes y sistemas electrónicos para uso comercial, industrial, militar o científico utilizando conocimientos de teoría electrónica y propiedades de los materiales.  Diseñan circuitos y componentes electrónicos para uso en campos como telecomunicaciones, control de la orientación y la propulsión aeroespaciales, acústica e instrumentos y controles.
17-2081.00	Ingenieros ambientales	Diseñan, planifican y realizan funciones de ingeniería en la prevención, control y reparación de riesgos a la salud del medio ambiente utilizando diversas disciplinas de ingeniería. Su trabajo puede incluir tecnologías para el tratamiento de desechos, la reparación de sitios y el control de la contaminación.
17-2111.00	Ingenieros en salud y seguridad, excepto ingenieros e inspectores en seguridad de minas	Promueven la seguridad en la obra y de los productos aplicando conocimientos sobre procesos industriales, mecánica, química, psicología y las leyes de salud y seguridad industriales.
17-2111.01	Ingenieros industriales para la seguridad y la salud	Planean, implementan y coordinan los programas de seguridad que requieren de la aplicación de principios de ingeniería y tecnología para prevenir o corregir condiciones de trabajo que son de riesgo para el medio ambiente.
17-2111.02	Ingenieros que se dedican a la prevención y protección contra incendios	Investigan las causas de los incendios, determinan métodos de protección contra estos y diseñan o recomiendan materiales o equipo, tales como componentes estructurales o equipos de detección de incendios, para ayudar a las organizaciones a salvaguardar vidas y la propiedad contra incendios, explosiones y otros peligros relacionados con el fuego.
17-2111.03	Ingenieros de productos de seguridad	Desarrollan y llevan a cabo pruebas para evaluar los niveles de seguridad de un producto y recomiendan medidas para reducir o eliminar riesgos.
17-2112.00	Ingenieros industriales	Diseñan, desarrollan, prueban y evalúan sistemas integrados para la gestión de los procesos de producción industrial, incluidos factores de trabajo humano, control de calidad, control de inventarios, logística y flujo de materiales, análisis de costos y coordinación de la producción.
17-2121.00	Ingenieros en motores marinos y arquitectos navales	Diseñan, desarrollan y evalúan el funcionamiento de naves marítimas, maquinaria de buques y equipos conexos, tales como sistemas de suministro energético y de propulsión.
17-2121.01	Ingenieros navales	Diseñan, desarrollan y son responsables de instalar la maquinaria de un barco y equipo relacionado, incluyendo las máquinas de propulsión y los sistemas de suministro de energía.
17-2121.02	Arquitectos navales	Diseñan y supervisan la construcción y reparación de embarcaciones navales y de estructuras flotantes como barcos, barcazas, remolcadores, dragas, submarinos, torpedos, flotadores y boyas. Pueden consultar con ingenieros navales.
17-2131.00	Ingenieros de materiales	Evalúan materiales y desarrollan maquinarias y procesos para la fabricación de materiales de empleo en productos que deben cumplir con especificaciones especializadas de diseño y rendimiento. Desarrollan nuevos usos para materiales conocidos. Se incluye a los que trabajan con materiales compuestos o que se especializan en un tipo de material, como grafito, metal o aleaciones, cerámica y vidrio, plásticos y polímeros, y materiales de origen natural.
17-2141.00	Ingenieros mecánicos	Realizan labores de ingeniería en la planificación y diseño de herramientas, motores, máquinas y otros equipos de funcionamiento mecánico. Supervisan la instalación, operación, mantenimiento y reparación de equipos tales como los sistemas centralizados de calefacción, gas, agua y vapor.
17-2151.00	Ingenieros de minas e ingenieros geólogos, incluidos ingenieros en seguridad de minas	Determinan el lugar y planifican la extracción de carbón, menas metálicas, minerales no metálicos y materiales de construcción, como piedra y grava.  Su trabajo entraña realizar la prospección preliminar de depósitos o minas sin explotar y planificar su desarrollo, examinar depósitos o minas para determinar si su explotación resultaría rentable,  realizar levantamientos geológicos y topográficos, desarrollar los métodos de explotación que mejor se adecuen a la naturaleza, tipo y tamaño de los depósitos, y supervisar las operaciones de explotación de las minas.
17-2161.00	Ingenieros nucleares	Realizan investigaciones sobre problemas de ingeniería nuclear y aplican los principios y las teorías de la ciencia nuclear a los problemas relacionados con la liberación, el control y el empleo de la energía nuclear y la eliminación de desechos nucleares.
17-2171.00	Ingenieros petroleros	Idean métodos para mejorar la producción de los pozos de petróleo y gas y determinan la necesidad de contar con diseños de herramientas nuevas o modificadas. Supervisan la perforación y ofrecen asesoramiento técnico para lograr avances más económicos y satisfactorios.
17-2199.99	Otros ingenieros	Todos los ingenieros no clasificados bajo otros epígrafes.
17-3011.00	Delineantes arquitectónicos y civiles	Preparan dibujos detallados de las características arquitectónicas y estructurales de edificios, y dibujos y mapas topográficos que se emplean en los proyectos de ingeniería civil, tales como carreteras, puentes y obras públicas. Utilizan los conocimientos sobre materiales de construcción, prácticas de ingeniería y matemáticas para completar los dibujos.
17-3011.01	Técnicos en arquitectura	Preparan dibujos y planos detallados de los diseños arquitectónicos de los edificios y de las estructuras, de acuerdo con las especificaciones que proporciona el arquitecto.
17-3011.02	Técnicos en ingeniería civil	Preparan los dibujos, los mapas topográficos y en relieve que se utilizan en los proyectos de ingeniería civil, tales como carreteras, puentes, ductos, proyectos de control de inundaciones y sistemas de control de agua y de alcantarillado.
17-3012.00	Dibujantes eléctricos y electrónicos	Preparan diagramas de cableado, diagramas de montaje de la placa del circuito y diagramas de distribución que se emplean en la fabricación, instalación y reparaciones de equipos eléctricos en fábricas, plantas generadoras y edificios.
17-3012.01	Técnicos en diseño electrónica	Diseñan diagramas para conexiones, los diagramas para el tablero de circuitos, los esquemas de montaje y distribución que se usan para fabricar, instalar y reparar equipo electrónico.
17-3012.02	Técnico en diseño eléctrico	Desarrollan las especificaciones y las instrucciones para la instalación de transformadores de voltaje, cables subterráneos o aéreos y para el uso del equipo eléctrico utilizado para la conducción de energía eléctrica desde las líneas de transmisión o desde las líneas de distribución de alto-voltaje hasta los consumidores.
17-3013.00	Dibujantes mecánicos	Preparan diagramas detallados de maquinarias y dispositivos mecánicos, incluidas dimensiones, métodos de fijación y demás información de ingeniería.
